"fdc_id","food_group","food_desc","source_fct","nutrient_data_source","waste_per","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","XN","NTg","PROCNTg","Protein labeling (g)","CHOCDFg","CHOAVLDFg","Carbohydrate, declaration (g)","Added sugar (g)","FIBTGg","FAT_g","Fatty acid conversion factor (FCF) (-)","ALC_g","ASHg","Dry matter (g)","WATERg","VITA_RAEmcg","RETOLmcg","CARTBmcg","VITDEQmcg","CHOCALmcg","ERGCALmcg","CHOCALOHmcg","ERGCALOHmcg","VITEmg","TOCPHAmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","Vitamin K1 (µg)","THIAHCLmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","VITB6Cmg","Pantothenic (mg)","Biotin (µg)","FOL_mcg","Folate, free (NA)","VITB12mcg","VITCmg","ASCLmg","ASCDLmg","Sulfur, S (mg)","Chloride, Cl (mg)","NAmg","Kmg","CAmg","MGmg","Pmg","FEmg","CUmg","ZNmg","IDmcg","MNmg","CRmcg","SEmcg","MOmcg","Cobalt, Co. (µg)","Nickel, Ni (µg)","Fluoron, F (µg)","Silicon, Si (mg)","Rubidium, Rb (µg)","Aluminum, Al (mg)","Boron, B (µg)","Bromine, Br (µg)","Mercury Hg (µg)","Arsenic, As (µg)","Arsen inorganic (µg)","Cadmium, Cd (µg)","Lead, Pb (µg)","Tin, Sn (µg)","L-lactic acid (g)","D-lactic acid (g)","Lactic acid, total (g)","Citric acid (g)","Oxalic acid (mg)","Malic acid (mg)","Benzoic acid (mg)","Organic acids, tot. (g)","Histamine (mg)","Tyramine (mg)","Phenylethylamine (mg)","Putrescin (mg)","Cadaverine (mg)","Spermine (mg)","Spermidine (mg)","Serotonin (mg)","Fructose (g)","Galactose (g)","Glucose (g)","Monosaccharides, total (g)","Lactose (g)","Maltose (g)","Sucrose (g)","Disaccharides total (g)","SUGARg","Other sugars (g)","Sugars, total (g)","Sorbitol (g)","Inositol (mg)","Maltitol (g)","Sugar alcohols, total (g)","Starch (g)","IDF (g)","SDFP (g)","SDFS (g)","Hexose (g)","Pentose (g)","Uronic Acid (g)","Cellulose (g)","Lignin (g)","Crude fibers (g)","Neutr.Det.Fibre (NDF) (g)","C4: 0 (g)","C6: 0 (g)","C8: 0 (g)","C10: 0 (g)","C12: 0 (g)","C13: 0 (g)","C14: 0 (g)","C15: 0 (g)","C16: 0 (g)","C17: 0 (g)","C18: 0 (g)","C20: 0 (g)","C21:0 (g)","C22: 0 (g)","C23:0 (g)","C24: 0 (g)","Saturated F.A., other (g)","C12:1,n-1 (g)","C14: 1 n-5 (g)","C15: 1 (g)","C16: 1 n-7 (g)","C17: 1 n-7 (g)","C18: 1 n-9 (g)","C18: 1 n-7 (g)","C20: 1 n-9 (g)","C20: 1 n-11 (g)","C22: 1 n-9 (g)","C22: 1 n-11 (g)","C24: 1 n-9 (g)","Other monounsaturated. (g)","C18: 2 n-6 (g)","C18: 2 conj-A, undifferentiated (g)","C18: 3 n-3 (g)","C18: 3 n-6 (g)","C18: 4, n-3 (g)","C20: 2 n-6 (g)","C22:2,n-6 (g)","C22:4,n-6 (g)","C22:5,n-6 (g)","C20: 3 n-3 (g)","C20: 4, n-3 (g)","C20: 3 n-6 (g)","C20: 4, n-6 (g)","F20D5N3g","C22: 5, n-3 (g)","F22D6N3g","Other polyunsaturated (g)","C14: 1 trans-9 (g)","C16: 1 trans (g)","C18: 1 trans-n-9 (g)","C20: 1 trans (g)","C22: 1 trans (g)","C18: 2, trans, undifferentiated (g)","Other fatty acids (g)","FASAT","FAMSg","FAPUg","FATRNg","Fatty acids, total (g)","Sum n-3 fatty acids (g)","Sum n-6 fatty acids (g)","CHOLEmg","Isoleucine (mg)","Leucine (mg)","Lysine (mg)","Methionine (mg)","Cystine (mg)","Phenylalanine (mg)","Tyrosine (mg)","Threonine (mg)","TRPmg","Valin (mg)","Arginine (mg)","Histidine (mg)","Alanine (mg)","Aspartic acid (mg)","Glutamic acid (mg)","Glycine (mg)","Proline (mg)","Hydroxyproline (g)","Serin (mg)","specific_gravity"
"1629","Sandwiches","Triangle sandwich with chicken and bacon, salad and dressing, fast food","DK19","None listed","0",1,"865","206","6.25","1.8089999999999999","11.3","11.3","21.6","19.899999999999999","19.899999999999999",NA,"1.7","8.6999999999999993","0.88900000000000001","0","1.9","43.5","56.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.16200000000000001",NA,"6.9599999999999995E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"770","497","197","55.8","22.9","124","0.89300000000000002","8.0699999999999994E-2","0.73399999999999999",NA,"0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"1.9E-2","0","0.98599999999999999","0","0.39900000000000002","1.7999999999999999E-2",NA,"0",NA,"0",NA,NA,"0",NA,"6.0999999999999999E-2","0","3.4710000000000001","0.223","0","8.7999999999999995E-2","1.4E-2","0","0",NA,"1.9","0","0.52300000000000002","0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","1.6E-2","0","0","3.0000000000000001E-3","0","1.4219999999999999","3.8570000000000002","2.423","1.9E-2","7.7210000000000001","0.52300000000000002","1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","Sandwiches","Triangle sandwich with ham and cheese, salad and dressing, fast food","DK19","None listed","0",1,"960","229","6.25","1.6619999999999999","10.4","10.4","22.9","21.2","21.2",NA,"1.7","11.1","0.876","0","2.1","46.5","53.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.20100000000000001",NA,"9.8799999999999999E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"792","487","144","168","21.3","159","0.81399999999999995","7.22E-2","1.17",NA,"0.318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.155","0.10299999999999999","5.1999999999999998E-2","0.13","0.16200000000000001",NA,"0.47199999999999998","4.7E-2","1.978","0","0.64400000000000002","0",NA,"0",NA,"0",NA,NA,"2.1000000000000001E-2",NA,"9.2999999999999999E-2","0","3.1960000000000002","0.17199999999999999","0","5.8000000000000003E-2","0","0","0",NA,"1.8180000000000001","0","0.40600000000000003","0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","0.151","0","0","2.7E-2","0","3.7440000000000002","3.5409999999999999","2.2240000000000002","0.17799999999999999","9.6859999999999999","0.40600000000000003","1.8180000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","Sandwiches","Triangle sandwich with eggs, salad and dressing, fast food","DK19","None listed","0",1,"856","204","6.25","1.385","8.6999999999999993","8.6999999999999993","22.1","20.399999999999999","20.399999999999999",NA,"1.7","9.4","0.91200000000000003","0","1.8","42","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.14199999999999999",NA,"0.10299999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"744","494","148","54.4","19.8","106","1.34","9.7000000000000003E-2","1.1499999999999999",NA,"0.28899999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"1.9E-2","0","1.19","0","0.42599999999999999","0",NA,"0",NA,"0",NA,NA,"0",NA,"7.4999999999999997E-2","0","3.9430000000000001","0.247","0","9.5000000000000001E-2","1.2E-2","0","0",NA,"2","0","0.505","0","0","0",NA,NA,NA,NA,"0",NA,"1.2999999999999999E-2","0","0","1.2E-2",NA,NA,"0","3.3000000000000002E-2","0","0","8.9999999999999993E-3","0","1.635","4.3710000000000004","2.5299999999999998","4.2000000000000003E-2","8.577","0.51600000000000001","2.0129999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","Sandwiches","Sandwich with meatball, salad and dressing, fast food","DK19","None listed","0",1,"918","219","6.25","1.4","8.8000000000000007","8.8000000000000007","25.6","23.9","23.9",NA,"1.7","9.4","0.89","0","1.7","45.5","54.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.24299999999999999",NA,"8.7499999999999994E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"701","442","194","23.9","17.399999999999999","94","0.68899999999999995","7.8200000000000006E-2","1.02",NA,"0.218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","8.9999999999999993E-3",NA,"8.5000000000000006E-2","0","1.575","0","0.70099999999999996","0",NA,"0",NA,"0",NA,NA,"0",NA,"0.14199999999999999","0","3.6739999999999999","0.24","0","7.9000000000000001E-2","1.7000000000000001E-2","0","0",NA,"1.4830000000000001","0","0.35299999999999998","0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","4.2000000000000003E-2","0","0","5.0000000000000001E-3","0","2.3690000000000002","4.1520000000000001","1.835","4.7E-2","8.4039999999999999","0.35299999999999998","1.4830000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","Sandwiches","Pita sandwich with kebab, salad and dressing, fast food","DK19","None listed","0",1,"723","172","6.25","1.4550000000000001","9.1","9.1","18.2","16.600000000000001","16.600000000000001",NA,"1.6","7.4","0.86499999999999999","0","1.4","36.1","63.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.105",NA,"9.1999999999999998E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"541","365","231","24.5","17.8","102","1.1200000000000001","6.5799999999999997E-2","1.73",NA,"0.214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","7.0000000000000001E-3","8.9999999999999993E-3",NA,"0.11899999999999999","0","1.1399999999999999","0","0.50800000000000001","0",NA,"0",NA,"0",NA,NA,"0",NA,"9.6000000000000002E-2","0","2.2650000000000001","0.128","0","2.3E-2","0","0","0",NA,"1.66","0","0.28299999999999997","7.0000000000000001E-3","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","0.10199999999999999","0","0","3.1E-2","0","1.7829999999999999","2.512","1.95","0.13400000000000001","6.3780000000000001","0.28299999999999997","1.667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634","Sandwiches","Pita sandwich with chicken, salad and dressing, fast food","DK19","None listed","0",1,"695","165","6.25","1.5649999999999999","9.8000000000000007","9.8000000000000007","19.399999999999999","18","18",NA,"1.4","5.7","0.90500000000000003","0","1.5","36.5","63.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.113",NA,"7.3999999999999996E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"592","373","212","21.2","18.5","107","0.52800000000000002","6.2799999999999995E-2","0.51700000000000002",NA,"0.18099999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9999999999999993E-3","6.0000000000000001E-3","3.0000000000000001E-3","7.0000000000000001E-3","2.8000000000000001E-2",NA,"0.06","5.0000000000000001E-3","0.67","0","0.20200000000000001","1.2E-2",NA,"0",NA,"0",NA,NA,"3.0000000000000001E-3",NA,"5.8999999999999997E-2","0","2.23","0.14000000000000001","0","5.7000000000000002E-2","2.5000000000000001E-2","0","0",NA,"1.2829999999999999","0","0.30599999999999999","2.3E-2","0","0",NA,NA,NA,NA,"0",NA,"5.0000000000000001E-3","0","0","0",NA,NA,"0","2.1999999999999999E-2","0","0","5.0000000000000001E-3","3.0000000000000001E-3","1","2.5150000000000001","1.617","2.7E-2","5.1609999999999996","0.30599999999999999","1.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","Sandwiches","Pita sandwich with shrimp, salad and dressing, fast food","DK19","None listed","0",1,"539","128","6.25","0.92500000000000004","5.8","5.8","16.5","15.1","15.1",NA,"1.5","4.7","0.89500000000000002","0","1.3","28.3","71.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.6499999999999999E-2",NA,"4.2799999999999998E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"527","327","150","27.6","15.6","63.3","0.34200000000000003","7.9699999999999993E-2","0.44800000000000001",NA,"0.183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"5.1999999999999998E-2","0","0.64200000000000002","0","0.17","6.0000000000000001E-3",NA,"0",NA,"0",NA,NA,"0",NA,"1.7000000000000001E-2","0","1.258","8.2000000000000003E-2","0","1.2999999999999999E-2","5.0000000000000001E-3","0","0",NA,"1.63","0","0.23599999999999999","0","0","0",NA,NA,NA,NA,"0",NA,"0","2.9000000000000001E-2","0","1.4E-2",NA,NA,"0","0.02","0","0","7.0000000000000001E-3","0","0.871","1.375","1.909","2.7E-2","4.1820000000000004","0.27900000000000003","1.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","Sandwiches","Pita sandwich with falaffel, salad and dressing, fast food","DK19","None listed","0",1,"918","219","6.25","0.99299999999999999","6.2","6.2","28.6","25.7","25.7",NA,"2.9","9.5","0.876","0","1.7","46","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.11700000000000001",NA,"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"566","382","236","45","29.1","96.3","1.1000000000000001","0.14199999999999999","0.69299999999999995",NA,"0.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4999999999999999E-2","0","0","0","0",NA,"7.1999999999999995E-2","0","1.002","0","0.26400000000000001","4.1000000000000002E-2",NA,"1.2E-2",NA,"0",NA,NA,"0",NA,"5.0000000000000001E-3","0","3.948","0.215","0","9.4E-2","0","0","0",NA,"2.12","0","0.50600000000000001","2.1999999999999999E-2","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","1.6E-2","0","0","1.2E-2","0","1.4059999999999999","4.2610000000000001","2.6480000000000001","2.8000000000000001E-2","8.3420000000000005","0.50600000000000001","2.1419999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","Sandwiches","Pita sandwich with salad and dressing, fast food","DK19","None listed","0",1,"629","150","6.25","0.57699999999999996","3.6","3.6","21.5","19.600000000000001","19.600000000000001",NA,"1.9","5.9","0.88100000000000001","0","1","32","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.0799999999999997E-2",NA,"4.9000000000000002E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"371","219","167","25.7","14.5","53","0.36899999999999999","5.0700000000000002E-2","0.34899999999999998",NA,"0.29899999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1000000000000001E-2","0","5.0000000000000001E-3","0","3.1E-2",NA,"0.08","0","0.67","0","0.189","2.1999999999999999E-2",NA,"0",NA,"0",NA,NA,"0",NA,"2.3E-2","0","2.298","0.13500000000000001","0","5.8000000000000003E-2","0","0","0",NA,"1.2729999999999999","0","0.37","8.0000000000000002E-3","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","1.9E-2","0","0","8.0000000000000002E-3","1.2E-2","1.0189999999999999","2.5129999999999999","1.65","2.7E-2","5.2210000000000001","0.37","1.2809999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","Sandwiches","Dürüm roll with kebab, salad and dressing, fast food","DK19","None listed","0",1,"943","225","6.25","2.0179999999999998","12.6","12.6","22.4","20.3","20.3",NA,"2.1","9.9","0.86499999999999999","0","2.1","47","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.7799999999999998E-2",NA,"9.6500000000000002E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"783","532","286","19","20.5","134","1.25","7.9799999999999996E-2","2.6",NA,"0.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0.16","0.01","1.57","0","0.95499999999999996","0",NA,"0",NA,"0",NA,NA,"0",NA,"0.158","0","3.5779999999999998","0.19600000000000001","0","6.4000000000000001E-2","0","0","0",NA,"1.175","0","0.35","0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","0.28499999999999998","0","0","3.9E-2","2.1999999999999999E-2","2.6949999999999998","3.9950000000000001","1.5249999999999999","0.32400000000000001","8.5609999999999999","0.35","1.175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","Other composite foods","Bacon-Wrapped Frankfurt sausage, freid, fast food","DK19","None listed","0",1,"1319","318","6.25","2.6070000000000002","16.3","16.3","4.2","4","4",NA,"0.2","26.3","0.88","0","4.0999999999999996","50.9","49.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.46",NA,"0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1880","1320","266","18.600000000000001","20.7","203","0.86799999999999999","8.7999999999999995E-2","1.64",NA,"0.113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0.33700000000000002","0","5.9","0","3.1749999999999998","0",NA,"0",NA,"0",NA,NA,"0",NA,"0.65500000000000003","0","9.625","0.79700000000000004","0","0.19500000000000001","0","0","0",NA,"2.21","0","0.19500000000000001","0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","0","0","0","0","0","9.4130000000000003","11.272","2.4049999999999998","0","23.09","0.19500000000000001","2.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","Sandwiches","French Hotdog, fast food","DK19","None listed","0",1,"1186","284","6.25","1.625","10.199999999999999","10.199999999999999","27.5","25.9","25.9",NA,"1.6","15.2","0.89600000000000002","0","2.5","55.3","44.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.28499999999999998",NA,"7.6499999999999999E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1130","768","169","32.5","17.600000000000001","142","0.76500000000000001","7.5999999999999998E-2","0.90500000000000003",NA,"0.251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0.158","0","2.915","0","1.4850000000000001","0",NA,"0",NA,"0",NA,NA,"0",NA,"0.28899999999999998","0","5.8","0.435","0","0.13","0","0","0",NA,"1.9850000000000001","0","0.38100000000000001","0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","0","0","0","0","0","4.5579999999999998","6.6539999999999999","2.3660000000000001","0","13.577999999999999","0.38100000000000001","1.9850000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","Sandwiches","Hotdog, fast food","DK19","None listed","0",1,"1070","256","6.25","1.36","8.5","8.5","22.4","20.8","20.8",NA,"1.6","15.1","0.88100000000000001","0","2.2000000000000002","48.2","51.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.20100000000000001",NA,"6.4299999999999996E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"963","654","185","28.6","19.7","112","0.78800000000000003","8.1500000000000003E-2","0.81",NA,"0.251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0.14000000000000001","0","2.9350000000000001","0","1.2749999999999999","0",NA,"0",NA,"0",NA,NA,"0",NA,"0.26100000000000001","0","5.8","0.41","0","0.15","0.125","0","0",NA,"1.782","0","0.40200000000000002","0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","3.5000000000000003E-2","0","0","0.01","0","4.3499999999999996","6.7469999999999999","2.1850000000000001","4.4999999999999998E-2","13.327","0.40200000000000002","1.782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","Other composite foods","Frankfurt sausage mix, fried, with frensh fries, fast food","DK19","None listed","0",1,"1349","323","6.25","1.274","8","8","29.3","26.9","26.9",NA,"2.4","19.899999999999999","0.88900000000000001","0","2.8","59.9","40.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.20499999999999999",NA,"7.2400000000000006E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"974","688","448","17.7","27.4","156","0.876","0.14899999999999999","0.89200000000000002",NA,"0.17100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0.16300000000000001","0","4.1020000000000003","0","1.3759999999999999","8.9999999999999993E-3",NA,"0",NA,"0",NA,NA,"0",NA,"0.23400000000000001","0","7.8250000000000002","0.44900000000000001","0","0.125","0","0","0",NA,"2.8359999999999999","0","0.47799999999999998","2.3E-2","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","7.4999999999999997E-2","0","0","2.5000000000000001E-2","0","5.6509999999999998","8.6329999999999991","3.3370000000000002","0.1","17.721","0.47799999999999998","2.859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","Other composite foods","Kebab mix and french fries, deepfried, fast food","DK19","None listed","0",1,"1227","294","6.25","1.4219999999999999","8.9","8.9","26.6","23.4","23.4",NA,"3.2","17.600000000000001","0.876","0","2.4","55.6","44.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.114",NA,"8.8499999999999995E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"771","545","472","16.7","26.5","154","1.49","0.125","2.13",NA,"0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","1.2999999999999999E-2",NA,"0.19400000000000001","0","3.2530000000000001","0","0.95499999999999996","1.9E-2",NA,"0",NA,"0",NA,NA,"0",NA,"0.17100000000000001","0","6.9630000000000001","0.32","0","0.10100000000000001","0","0","0",NA,"2.6629999999999998","0","0.62","2.1000000000000001E-2","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0",NA,NA,"0","0.10100000000000001","0","0","4.2000000000000003E-2","0","4.4329999999999998","7.5540000000000003","3.3029999999999999","0.14299999999999999","15.433","0.62","2.6829999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
