"fdc_id","food_group","food_desc","source_fct","nutrient_data_source","waste_per","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","XN","NTg","PROCNTg","Protein labeling (g)","CHOCDFg","CHOAVLDFg","Carbohydrate, declaration (g)","Added sugar (g)","FIBTGg","FAT_g","Fatty acid conversion factor (FCF) (-)","ALC_g","ASHg","Dry matter (g)","WATERg","VITA_RAEmcg","RETOLmcg","CARTBmcg","VITDEQmcg","CHOCALmcg","ERGCALmcg","CHOCALOHmcg","ERGCALOHmcg","VITEmg","TOCPHAmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","Vitamin K1 (µg)","THIAHCLmg","THIAmg","RIBFmg","NIAEQmg","NIAmg","VITB6Cmg","Pantothenic (mg)","Biotin (µg)","FOL_mcg","Folate, free (NA)","VITB12mcg","VITCmg","ASCLmg","ASCDLmg","Sulfur, S (mg)","Chloride, Cl (mg)","NAmg","Kmg","CAmg","MGmg","Pmg","FEmg","CUmg","ZNmg","IDmcg","MNmg","CRmcg","SEmcg","MOmcg","Cobalt, Co. (µg)","Nickel, Ni (µg)","Fluoron, F (µg)","Silicon, Si (mg)","Rubidium, Rb (µg)","Aluminum, Al (mg)","Boron, B (µg)","Bromine, Br (µg)","Mercury Hg (µg)","Arsenic, As (µg)","Arsen inorganic (µg)","Cadmium, Cd (µg)","Lead, Pb (µg)","Tin, Sn (µg)","L-lactic acid (g)","D-lactic acid (g)","Lactic acid, total (g)","Citric acid (g)","Oxalic acid (mg)","Malic acid (mg)","Benzoic acid (mg)","Organic acids, tot. (g)","Histamine (mg)","Tyramine (mg)","Phenylethylamine (mg)","Putrescin (mg)","Cadaverine (mg)","Spermine (mg)","Spermidine (mg)","Serotonin (mg)","Fructose (g)","Galactose (g)","Glucose (g)","Monosaccharides, total (g)","Lactose (g)","Maltose (g)","Sucrose (g)","Disaccharides total (g)","SUGARg","Other sugars (g)","Sugars, total (g)","Sorbitol (g)","Inositol (mg)","Maltitol (g)","Sugar alcohols, total (g)","Starch (g)","IDF (g)","SDFP (g)","SDFS (g)","Hexose (g)","Pentose (g)","Uronic Acid (g)","Cellulose (g)","Lignin (g)","Crude fibers (g)","Neutr.Det.Fibre (NDF) (g)","C4: 0 (g)","C6: 0 (g)","C8: 0 (g)","C10: 0 (g)","C12: 0 (g)","C13: 0 (g)","C14: 0 (g)","C15: 0 (g)","C16: 0 (g)","C17: 0 (g)","C18: 0 (g)","C20: 0 (g)","C21:0 (g)","C22: 0 (g)","C23:0 (g)","C24: 0 (g)","Saturated F.A., other (g)","C12:1,n-1 (g)","C14: 1 n-5 (g)","C15: 1 (g)","C16: 1 n-7 (g)","C17: 1 n-7 (g)","C18: 1 n-9 (g)","C18: 1 n-7 (g)","C20: 1 n-9 (g)","C20: 1 n-11 (g)","C22: 1 n-9 (g)","C22: 1 n-11 (g)","C24: 1 n-9 (g)","Other monounsaturated. (g)","C18: 2 n-6 (g)","C18: 2 conj-A, undifferentiated (g)","C18: 3 n-3 (g)","C18: 3 n-6 (g)","C18: 4, n-3 (g)","C20: 2 n-6 (g)","C22:2,n-6 (g)","C22:4,n-6 (g)","C22:5,n-6 (g)","C20: 3 n-3 (g)","C20: 4, n-3 (g)","C20: 3 n-6 (g)","C20: 4, n-6 (g)","F20D5N3g","C22: 5, n-3 (g)","F22D6N3g","Other polyunsaturated (g)","C14: 1 trans-9 (g)","C16: 1 trans (g)","C18: 1 trans-n-9 (g)","C20: 1 trans (g)","C22: 1 trans (g)","C18: 2, trans, undifferentiated (g)","Other fatty acids (g)","FASAT","FAMSg","FAPUg","FATRNg","Fatty acids, total (g)","Sum n-3 fatty acids (g)","Sum n-6 fatty acids (g)","CHOLEmg","Isoleucine (mg)","Leucine (mg)","Lysine (mg)","Methionine (mg)","Cystine (mg)","Phenylalanine (mg)","Tyrosine (mg)","Threonine (mg)","TRPmg","Valin (mg)","Arginine (mg)","Histidine (mg)","Alanine (mg)","Aspartic acid (mg)","Glutamic acid (mg)","Glycine (mg)","Proline (mg)","Hydroxyproline (g)","Serin (mg)","specific_gravity"
"77","Sugar","Sugar, sucrose, white","DK19","None listed","0",1,"1698","400","6.25","0","0","0","99.9","99.9","99.9","99.9","0","0","0.8","0","0","99.9","0.1","0","0","0","0","0",NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","2","0.4","0.1","0.1","0.06","1.0999999999999999E-2","1.0999999999999999E-2",NA,"0.01","2","0","0",NA,"3.2",NA,NA,NA,NA,NA,NA,NA,"0",NA,"0.2","0.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.9","99.9",NA,"0","99.9",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Animal fats","Lard, pork, refined, Raffinol","DK19","None listed","0",1,"3663","891","6.25","0","0","0","0","0","0","0","0","99","0.93","0","0","99","1","9","9","0","0","0",NA,NA,NA,"0.4","0.4",NA,NA,NA,"0","0",NA,"0","0","0","0.02","0","0","0","0","0","0","0",NA,NA,NA,"2","1","1","1","3","0.1","0.02","0.11","1.6","1.4E-2","5.3","6.9","0",NA,NA,NA,NA,NA,NA,NA,NA,"0.13","2",NA,"1.9","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"1.506",NA,"25.306999999999999",NA,"14.754","0",NA,"0",NA,NA,NA,NA,NA,NA,"2.3570000000000002",NA,"38.421999999999997",NA,NA,"0.75800000000000001","0",NA,NA,NA,"8.2070000000000007",NA,"0.75800000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"41.567999999999998","41.536999999999999","8.9649999999999999",NA,"92.07","0.75800000000000001","8.2070000000000007","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",NA
"79","Animal fats","Lard, pork","DK19","None listed","0",1,"3663","891","6.25","0","0","0","0","0","0","0","0","99","0.93","0","0","99","1","9","9","0","0","0",NA,NA,NA,"0.4","0.4",NA,NA,NA,"0","0",NA,"0","0","0","0.02","0","0","0","0","0","0","0",NA,NA,NA,"2","1","1","1","3","0.06","0.02","0.11","2","1.4E-2","15.5","0","0",NA,"4.3",NA,NA,NA,NA,NA,NA,"0.13","2",NA,"0.1","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"1.506",NA,"25.306999999999999",NA,"14.754","0",NA,"0",NA,NA,NA,NA,NA,NA,"2.3570000000000002",NA,"38.421999999999997",NA,NA,"0.75800000000000001","0",NA,NA,NA,"8.2070000000000007",NA,"0.75800000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"41.567999999999998","41.536999999999999","8.9649999999999999",NA,"92.07","0.75800000000000001","8.2070000000000007","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",NA
"81","Lemonade, mineral water, juice drink and the like","Water, bottled, carbonated","DK19","None listed","0",1,"17","4","6.25","0","0","0","1","1","0","0","0","0","0.8","0","0","1","99","0","0","0","0","0",NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"75","0.4","0.5","0","3","7.0000000000000007E-2","4.0000000000000001E-3","6.0000000000000001E-3","1.1499999999999999",NA,"0.3","6.3E-2",NA,NA,"0.3",NA,NA,NA,NA,NA,NA,"0","0.21",NA,"1E-3","5.8999999999999997E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,"0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,"0","0","0","0","0",NA,NA,"0","0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",NA
"82","Lemonade, mineral water, juice drink and the like","Soft drink, no sugar added, average values","DK19","None listed","0",1,"17","4","6.25","0","0","0","1","1","0","0","0","0","0.8","0","0","1","99","0","0","0","0","0",NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"10","6","20",NA,"3","0.05","5.0000000000000001E-3","1.2999999999999999E-2","0.77200000000000002",NA,"0.3","1E-3",NA,NA,"0.28000000000000003",NA,NA,NA,NA,NA,NA,"0","2.5000000000000001E-2",NA,"0","4.8000000000000001E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,"0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,"0","0","0","0","0",NA,NA,"0","0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",NA
"85","Animal fats","Fish oil, hydrogenated","DK19","None listed","0",1,"3696","899","6.25","0","0","0","0","0","0","0","0","99.9","0.95599999999999996","0","0","99.9","0.1","0","0","0","0","0",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,"0","0","0","0",NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,"7.3659999999999997",NA,"17.937999999999999",NA,"7.3659999999999997","7.4660000000000002",NA,"7.3659999999999997",NA,NA,NA,NA,"0.57099999999999995",NA,"8.2279999999999998",NA,"8.1370000000000005",NA,NA,"14.932","13.93",NA,NA,"1.2430000000000001","0.86199999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.601999999999997","47.040999999999997","0.86199999999999999",NA,"95.504000000000005",NA,"0.86199999999999999","655",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Duck and goose","Goose, flesh and skin, raw","DK19","None listed","19",0.81,"1512","366","6.25","2.5379999999999998","15.8","15.8","0","0","0","0","0","33.6","0.93100000000000005","0","0.9","50.3","49.7","30","30","0","1","1",NA,NA,NA,"0","0",NA,NA,NA,"0","0.125",NA,"0.35","11.5","8","0.57999999999999996","1.29",NA,"11",NA,"0.34","4.2","4.2",NA,NA,NA,"69","315","12","24","234","2.5","0.13600000000000001","1.35","1.2","0.02",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0","0",NA,"0","0","0","0","3.1E-2",NA,"0.17299999999999999",NA,"7.0720000000000001",NA,"2.371",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.997",NA,"16.992999999999999",NA,NA,"4.1000000000000002E-2","0",NA,NA,NA,"3.4089999999999998",NA,"0.214",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"9.6460000000000008","18.030999999999999","3.6230000000000002",NA,"31.3","0.214","3.4089999999999998","80","736","1320","1240","381","246","660","508","711","208","787","990","431","990","1420","2360","1020","761",NA,"635",NA
"88","High-fat fruit and seeds","Nut, coco, raw","DK19","None listed","47",0.53,"1584","385","5.3","0.83","4.4000000000000004","5.2","16.7","2.7","3.7","0","14","36.5","0.95","0","1.2","58.8","41.2","0","0","0","0","0",NA,NA,NA,"0.15","0.15",NA,NA,NA,"0.2","2.5000000000000001E-2",NA,"0.01","2.4","0.6","0.06","0.2","0.5","24","10","0","2","2",NA,NA,NA,"21","331","10.8","43","117","1.8","0.32","0.5","0.3","3.7999999999999999E-2","1.4","2",NA,NA,"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.9","13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.0000000000000001E-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.7",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0.68799999999999994","4.3289999999999997","2.6760000000000002","15.324999999999999",NA,"5.6840000000000002",NA,"2.427","0","0.76100000000000001","0",NA,"0",NA,"0",NA,NA,"0",NA,"0",NA,"2.0329999999999999","0",NA,"0","0","0","0",NA,"0.77900000000000003",NA,"0",NA,"0","0",NA,NA,NA,"0",NA,"0",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,"0","31.888000000000002","2.0329999999999999","0.77900000000000003",NA,"34.700000000000003","0","0.77900000000000003","0","199","349","183","91","83","232","141","174","108","282","681","108","232","457","971","232","191",NA,"249",NA
"89","Snacks","Snacks, expanded, potatobasis","DK19","None listed","0",1,"2050","490","6.25","0.73299999999999998","4.5999999999999996","4.5999999999999996","63","60","60",NA,"3","25.1","0.91600000000000004","0","4.3","97","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.251",NA,"8.2000000000000003E-2","2.8","2.8","0.33","0.53","1.4","69",NA,NA,NA,NA,NA,NA,"1720","1160","630","31","36","129","1.37","0.18","0.69","0","0.27","18","0.8",NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"0.255",NA,"8.9659999999999993",NA,"1.0900000000000001","0",NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"9.9849999999999994","0",NA,"0",NA,NA,NA,NA,"2.5470000000000002",NA,"0.11700000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","10.311","9.9849999999999994","2.6640000000000001","0","22.960999999999999","0.11700000000000001","2.5470000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Fatty sauces and dressings","Mackerel mayonnaise salad","DK19","None listed","0",1,"1643","398","6.25","1.4239999999999999","8.9","8.9","2.8","2.5","2.5",NA,"0.3","39.1","0.95","0","1.4","52.2","47.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.145000000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Lemonade, mineral water, juice drink and the like","Non-alcoholic beverage (light), concentrated (1+10), no sugar added","DK19","None listed","0",1,"26","6","6.25","0","0","0","2","2","0","0","0","0","0.8","0","1.1000000000000001","3.1","96.9","0","0","0","0","0",NA,NA,NA,"0","0",NA,NA,"0","0","0",NA,"0","0","0","0","0","0","0","0","0","40","40",NA,NA,NA,"110","66","220","0","33","0.55000000000000004","5.5E-2","0.14299999999999999","11",NA,"3.3","1.0999999999999999E-2",NA,NA,"3.08",NA,NA,NA,NA,NA,NA,"0","0.27500000000000002",NA,"0","0.52800000000000002",NA,NA,NA,NA,"2",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,"0","0","0","0","0",NA,NA,"0","0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",NA
"92","Vinegar","Soya sauce","DK19","None listed","0",1,"237","56","6.25","1.1020000000000001","6.9","6.9","7","7","7",NA,"0","0","0.8","0","15.3","29.2","70.8","0","0","0","0","0",NA,NA,NA,"0","0",NA,NA,"0",NA,"3.3000000000000002E-2",NA,"0.16500000000000001","3.85","2.2000000000000002","0.14799999999999999","0.29699999999999999",NA,"14",NA,"0","0","0",NA,NA,NA,"5640","217","19","43","125","1.93","0.104","0.52",NA,"0.42399999999999999",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.4999999999999999E-2","39",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0","0",NA,NA,NA,"0",NA,"3.2000000000000001E-2",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","3.2000000000000001E-2",NA,"3.2000000000000001E-2","3.2000000000000001E-2","0","0","331","551","397","100","121","364","253","275","99","342","474","176","297","738","1650","308","507",NA,"397",NA
"94","Firm rennet cheese","Cheese, firm, 40 % fidm., all varieties","DK19","None listed","0",1,"1297","312","6.38","4.0279999999999996","25.7","25.2","1.4","1.4","0.1","0","0","22.6","0.94499999999999995","0","3.1","52.8","47.2","200","192","99","0.23","0.23",NA,NA,NA,"0.57999999999999996","0.57999999999999996",NA,NA,NA,"0","0.05",NA,"0.33","6.01","0.1","0.09","0.34","1.5","60","1","1.6","0.5","0.5",NA,NA,NA,"723","65","960","27","500","0.106","8.5999999999999993E-2","3.2","10.4","5.8999999999999997E-2","0.25","8.6999999999999993","6",NA,"1.36",NA,NA,NA,NA,NA,NA,"0.06","1",NA,"0.01","0.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0.05",NA,NA,"0.05",NA,NA,"0.05",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.77","0.49","0.32","0.7","0.88",NA,"2.5",NA,"6.6790000000000003",NA,"2.29",NA,NA,NA,NA,NA,NA,NA,"0.32",NA,"0.49",NA,"5.0190000000000001",NA,NA,"0.26",NA,NA,NA,NA,"0.47",NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.628","6.0890000000000004","0.64",NA,"21.356999999999999","0.17","0.47","75","1410","2380","2050","725","93","1330","1410","886","354","1730","806","725","806","1810","5040","524","2700",NA,"1450",NA
"95","Fermented milk products","Ymer, low fat","DK19","None listed","0",1,"246","58","6.38","0.98599999999999999","6.3","6.2","4.5","4.5","3.3","0","0","1.8","0.94499999999999995","0","0.9","13.5","86.5","11.7","11","8","0.05","0.05",NA,NA,NA,"0.04","0.04",NA,NA,NA,"0","3.9300000000000002E-2",NA,"0.22500000000000001","1.6","0.1","4.3999999999999997E-2","0.33","1.9","14",NA,"0.53300000000000003","0.4","0.4",NA,NA,"81","38","156","194","15.3","134","2.4E-2","1.4E-2","0.70099999999999996","13","3.0000000000000001E-3","0.36","3.6",NA,NA,"0.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E-3","8.8999999999999996E-2",NA,"1.04","0.03","1.07","0.04",NA,NA,NA,"1.1100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,"0","5.7599999999999998E-2","0","5.7599999999999998E-2","3.25","0","0","3.25",NA,"0","3.31",NA,NA,NA,NA,"0",NA,NA,NA,"0","0","0","0","0",NA,NA,"6.8000000000000005E-2","4.1000000000000002E-2","2.7E-2","5.3999999999999999E-2","5.3999999999999999E-2",NA,"0.17699999999999999","1.4E-2","0.48899999999999999",NA,"0.20399999999999999",NA,NA,NA,NA,NA,NA,NA,"1.4E-2",NA,"2.7E-2",NA,"0.35299999999999998","1.4E-2",NA,NA,NA,NA,NA,NA,"4.1000000000000002E-2","1.4E-2","1.4E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.8000000000000005E-2",NA,NA,"1.4E-2","1.4E-2","1.127","0.40699999999999997","6.8000000000000005E-2","8.1000000000000003E-2","1.6970000000000001","1.4E-2","4.1000000000000002E-2","8","355","631","542","187","14","315","325","256","90","444","227","187","217","503","1340","138","661",NA,"385",NA
"97","Firm rennet cheese","Cheese, semihard, Mozzarella, 45 % fidm.","DK19","None listed","0",1,"1355","326","6.38","3.7770000000000001","24.1","23.6","1","1","0","0","0","25.1","0.94499999999999995","0","2.5","52.7","47.3","222","213","110","0.25","0.25",NA,NA,NA,"0.64","0.64",NA,NA,NA,"0","0.05",NA,"0.33","5.64","0.1","0.09","0.34","1.5","60","1","1.38","0.5","0.5",NA,NA,"862","558","65","720","27","390","0.106","8.5999999999999993E-2","3.2","10.4","5.8999999999999997E-2","0.25","8","6",NA,"1.36",NA,NA,NA,NA,NA,NA,"0.06","1",NA,"0.01","0.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0",NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.85","0.55000000000000004","0.36","0.78","0.97",NA,"2.78",NA,"7.42",NA,"2.54",NA,NA,NA,NA,NA,NA,NA,"0.36",NA,"0.55000000000000004",NA,"5.57",NA,NA,"0.28000000000000003",NA,NA,NA,NA,"0.52",NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.25","6.76","0.71",NA,"23.72","0.19","0.52","83","1320","2230","1930","680","87","1250","1320","831","332","1620","755","680","755","1700","4720","491","2530",NA,"1360",NA
"98","Processed cheese","Cheese, processed, 45 % fidm.","DK19","None listed","0",1,"1303","314","6.38","3.7930000000000001","23.3","23.3","0","0","0.1","0","0","24.5","0.94499999999999995","0","4.0999999999999996","51.9","48.1","217","208","108","0.25","0.25",NA,NA,NA,"0.62","0.62",NA,NA,NA,"0","0.09",NA,"0.43","5.66","0.1","2.5000000000000001E-2","0.4","1.5","7","3","1","0","0",NA,NA,NA,"519","120","630","26","800","0.34","0.35","2.6","10.4","4.1000000000000002E-2","0.25","8","6",NA,"3",NA,NA,NA,NA,NA,NA,"0.1","1",NA,"0.01","0.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2","3",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0.09",NA,NA,"0.09",NA,NA,"0.09",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.83","0.53","0.35","0.76","0.95",NA,"2.7090000000000001",NA,"7.2480000000000002",NA,"2.4790000000000001",NA,NA,NA,NA,NA,NA,NA,"0.35",NA,"0.53",NA,"5.4379999999999997",NA,NA,"0.28000000000000003",NA,NA,NA,NA,"0.51",NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.855","6.5979999999999999","0.7",NA,"23.152999999999999","0.19","0.51","81","1330","2240","1930","683","87","1250","1330","834","334","1630","759","683","759","1710","4740","493","2540",NA,"1370",NA
"101","Duck and goose","Duck, flesh and skin, raw","DK19","None listed","28",0.72,"1650","400","6.25","1.8380000000000001","11.5","11.5","0","0","0","0","0","39.299999999999997","0.94","0","0.7","51.5","48.5","51","51","0","1","1",NA,NA,NA,"0","0",NA,NA,NA,"0","0.19700000000000001",NA,"0.21","6.32","3.93","0.19","0.95099999999999996","6","48","7","0.25","2.8","2.8",NA,NA,NA,"86","297","11","22","139","1.2","0.14000000000000001","1.35","1.2","1.7000000000000001E-2",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,"0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0.05",NA,"0.251",NA,"9.6240000000000006",NA,"3.2149999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5469999999999999",NA,"16.777000000000001",NA,NA,"0.40200000000000002","0",NA,NA,NA,"4.7220000000000004",NA,"0.39200000000000002",NA,"0",NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"13.14","18.725999999999999","5.1130000000000004",NA,"36.979999999999997","0.39200000000000002","4.7220000000000004","76","533","901","919","294","180","460","386","478","143","570","772","276","772","1100","1710","919","680",NA,"496",NA
