"source_fct","fdc_id","food_desc","scientific_name","food_group","nutrient_data_source","Edible_factor_in_FCT","ENERCkJ","ENERCkcal","WATERg","PROCNTg","FATg","CHOAVLDFg","FIBTGg","ASHg","CAmg","FEmg","MGmg","Pmg","Kmg","NAmg","ZNmg","SEmcg","VITA_RAEmcg","VITAmcg","RETOLmcg","CARTBEQmcg","THIAmg","RIBFmg","NIAmg","FOLDFEmcg","FOLFDmcg","VITB12mcg","VITCmg","CHOLEmg","OXALACmg","PHYTCPPDmg","TRPmg","FASATgstandardized","FAMSgstandardized","FAPUgstandardized","FATRNgstandardized","F20D5gstandardized","F22D6gstandardized","ALCg"
"KE18","4017","Eggplant / Brinjal, different varieties, whole edible, raw","Solalum melongena","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-101, AU14-13A11702, IN17-D031",0.91,111,27,90.8,1.2,0.3,2.8,4,0.9,18,0.4,21,35,200,3,0.21,1,12,24,0,146,0.05,0.05,1,29,29,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4068","Eggplant / Brinjal, different varieties, whole edible, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,119,29,90.1,1.3,0.3,3,4.3,1,19,0.3,14,34,108,2,0.17,0,12,24,0,141,0.03,0.03,0.4,16,16,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4069","Eggplant / Brinjal, different varieties, whole edible, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,139,33,88.5,1.5,0.4,3.4,5,1.2,23,0.5,26,44,250,4,0.26,1,14,27,0,164,0.06,0.06,0.6,25,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4018","Jute mallow, picked leaves, raw","Corchorus olitorius","VEGETABLE AND VEGETABLE PROCUCTS","SGS, ve26, ve8, KEN17-Spinach leaves, raw",0.48,187,45,82.3,4.6,0.2,2.1,8.3,2.5,207,6.3,30,88,283,18,0.58,1,217,434,0,2603,0.09,0.34,0.53,117,117,0,44.5,NA,59,NA,70,NA,NA,NA,NA,NA,NA,0
"KE18","4070","Jute mallow, picked leaves, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,197,47,81.4,4.9,0.2,2.2,8.7,2.6,207,5,19,84,149,14,0.46,1,205,411,0,2466,0.06,0.23,0.4,61,61,0,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4071","Jute mallow, picked leaves, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,231,56,78.2,5.7,0.2,2.6,10.2,3.1,255,7.8,37,109,349,23,0.72,1,241,482,0,2892,0.1,0.4,0.6,101,101,0,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4019","Kale, Ethiopian (kanzera), leaves, raw","Brassica carinata","VEGETABLE AND VEGETABLE PROCUCTS","SGS, KEN17-Kale (sukuma wiki), raw",0.61,113,27,90.4,3.3,0.6,0.2,4,1.6,117,5.7,54,51,639,7,0.7,0,118,236,0,1418,0.06,0.23,0.9,73,73,0,134,NA,13,NA,39.3660377358491,NA,NA,NA,NA,NA,NA,0
"KE18","4072","Kale, Ethiopian (kanzera), leaves, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,108,26,90.8,3.1,0.6,0.2,3.8,1.5,105,4,31,43,304,5,0.48,0,101,203,0,1215,0.04,0.14,0.6,35,35,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4073","Kale, Ethiopian (kanzera), leaves, steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,99,24,91.6,2.8,0.5,0.2,3.5,1.4,96,3.9,42,42,472,5,0.52,0,92,185,0,1109,0.04,0.18,0.6,38,38,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4020","Kale (sukuma wiki) raw","Brassica oleracea var. acephala","VEGETABLE AND VEGETABLE PROCUCTS","SGS, KEN93-85, US28-11233, ZA10-4127",0.88,121,29,89.2,3,0.3,1.2,4.7,1.6,402,2.8,41,67,238,71,0.5,0,177,355,0,2127,0.11,0.13,1,62,62,0,134,NA,18,NA,36.1660377358491,NA,NA,NA,NA,NA,NA,0
"KE18","4074","Kale (sukuma wiki), boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,115,28,89.7,2.9,0.3,1.2,4.4,1.5,364,2,23,57,113,51,0.34,0,152,304,0,1823,0.07,0.08,0.6,30,30,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4075","Kale (sukuma wiki), steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,105,25,90.6,2.6,0.3,1.1,4.1,1.4,332,2,32,55,176,53,0.37,0,139,277,0,1665,0.08,0.1,0.7,33,33,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4021","Leeks, bulb and stem, raw","Allium porrum","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-108, AU14-13A11706, ZA10-3722",0.65,229,54,84.5,1.7,0.4,9.5,3.1,0.8,78,1.8,14,54,202,17,0.3,1,20,40,0,242,0.14,0,0,64,64,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4076","Leeks, bulb and stem, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,276,66,81.4,2,0.5,11.4,3.7,1,90,1.6,10,58,110,11,0.27,1,22,44,0,262,0.12,0.07,0.3,39,39,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4022","Lettuce, not further defined, raw","Lactuca sativa","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-86, AU14-13A11909, IN17-C025",1,73,17,94.4,1.2,0.2,1.9,1.6,0.7,47,1.6,24,55,201,20,0.26,1,107,214,0,1285,0.08,0.05,0.26,66,66,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4023","Mushroom, fresh, raw","Agaricus spp.","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-109, AU14-13A11715, IN17-J001",1,148,35,89.7,2.3,0.4,4.5,2.3,0.9,16,0.3,15,105,318,8,0.17,16,0,0,0,0,0.1,0.4,0.7,23,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4077","Mushroom, fresh, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,203,48,85.9,3.2,0.5,6.1,3.1,1.2,21,0.3,12,129,218,8,0.17,20,0,0,0,0,0.09,0.36,0.6,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4078","Mushroom, fresh, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,183,43,87.3,2.8,0.5,5.5,2.8,1.1,20,0.4,19,130,393,10,0.21,20,0,0,0,0,0.11,0.47,0.8,20,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4024","Mushroom, dried, raw","Agaricus spp.","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-109(c), IN17-J004, US28-11268",1,1180,283,11.9,12.3,2.9,32.4,39.1,1.4,24,5.5,136,702,326,5,8.7,0,0,0,0,0,0.24,0.17,3.77,163,163,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4079","Mushroom, dried, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,674,162,49.6,7,1.6,18.5,22.4,0.8,14,2.3,47,361,93,3,3.72,0,0,0,0,0,0.09,0.06,1.4,47,47,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4025","Mushroom, raw, canned in brine (drained)","Agaricus spp.","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-109d, AU14-13A11790, ZA10-4136",1,73,18,93,1.5,0.4,0.2,3.7,1.2,4,1,4,54,24,300,0,16,4,7,0,42,0.23,0.05,1.3,22,22,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4026","Okra, fresh, raw","Abelmoschus esculentus","VEGETABLE AND VEGETABLE PROCUCTS","ZA10-4139, AU14-13A12563",0.74,136,32,90,2,0.2,3.5,3.7,0.7,81,0.8,57,63,303,8,0.6,1,9,19,0,112,0.1,0.06,1,88,88,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4080","Okra, fresh, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,123,29,90.5,1.8,0.2,4.1,3.4,0.6,70,0.5,31,52,138,5,0.41,1,8,15,0,91,0.05,0.04,0.6,40,40,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4081","Okra, fresh, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,NA,147,35,88.7,2.2,0.2,6.1,4,1.8,84,0.7,56,65,280,7,0.59,1,9,18,0,109,0.08,0.06,0.9,57,57,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4027","Pumpkin, flesh, yellow w/o seeds, raw","Cucubita maxima","VEGETABLE AND VEGETABLE PROCUCTS","SGS, AU14-13A11738, d11, IN17-D066",0.8,134,32,90.3,1.2,0.2,5.2,2.4,0.7,17,0.2,12,31,178,14,0.21,1,126,252,0,1512,0.07,0.06,0.78,50,50,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4082","Pumpkin, flesh, yellow w/o seeds, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,146,35,89.5,1.3,0.2,5.6,2.6,0.8,18,0.2,8,30,97,11,0.17,0,123,246,0,1479,0.05,0.04,0.5,27,27,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4083","Pumpkin, flesh, yellow w/o seeds, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,NA,119,28,91.4,1.1,0.2,4.6,2.1,0.7,15,0.2,11,27,157,12,0.19,0,100,201,0,1204,0.06,0.05,0.7,31,31,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4028","Pumpkin, leaves, raw","Cucurbita maxima","VEGETABLE AND VEGETABLE PROCUCTS","IN17-C030, ve26, US28-11418",0.82,156,37,87.3,4.2,0.7,2.2,2.3,3.2,383,5.6,142,119,423,12,0.9,1,141,283,0,1695,0.07,0.12,1.49,36,36,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4084","Pumpkin, leaves, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,148,35,87.9,4,0.7,2.1,2.1,3.1,347,4,81,102,201,9,0.64,1,121,242,0,1453,0.04,0.07,0.9,17,17,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4085","Pumpkin, leaves, steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,135,32,89,3.7,0.6,1.9,2,2.8,316,3.9,111,98,313,9,0.7,1,111,221,0,1327,0.05,0.09,1,19,19,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4029","Spider plant, leaves, raw","Gynandropsis gynandra","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-84, ve7, ZA10-4197, KEN17-Spinach, leaves, raw, KEN18-004018",0.28,180,43,85,4.8,0.8,2.1,4.3,3,189,2.6,48,49,478,19,0.76,2,217,434,0,2603,0.1,0.12,1.3,346,346,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4086","Spider plant, leaves, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,172,41,85.7,4.6,0.7,2,4.1,2.9,171,1.9,27,42,228,13,0.54,2,186,372,0,2231,0.06,0.07,0.8,165,165,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4087","Spider plant, leaves, steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,157,38,86.9,4.2,0.7,1.9,3.8,2.6,156,1.8,37,40,353,14,0.59,1,170,339,0,2037,0.07,0.09,0.9,181,181,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4030","Spinach, leaves, raw","Spinaccia oleracea","VEGETABLE AND VEGETABLE PROCUCTS","KEN93-95, AU14-13A11703, IN17-C033",0.74,112,27,89.8,2.8,0.4,1.1,4.1,1.8,131,1.7,72,28,570,59,1,1,189,377,0,2260,0.03,0.18,0.4,110,110,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4088","Spinach, leaves, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,118,28,89.3,2.9,0.4,1.2,4.3,1.9,131,1.4,45,27,300,46,0.47,0,179,357,0,2140,0.02,0.12,0.3,58,58,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4089","Spinach, leaves, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,139,33,87.4,3.5,0.4,1.4,5.1,2.2,161,2.1,89,35,704,72,0.74,1,209,419,0,2510,0.03,0.21,0.5,95,95,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4031","Spinach, Swiss chard, leaves, raw","Beta vulgaris ssp. vulgaris","VEGETABLE AND VEGETABLE PROCUCTS","SGS, ZA10-4168, KEN17-Spinach, leaves, raw",0.5,102,25,90.3,3.1,0.2,0.7,3.6,2,117,4.4,78,50,348,892,0.73,1,190,380,0,2280,0.03,0.1,0.6,121,121,0,24,NA,819,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4090","Spinach, Swiss chard, leaves, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,108,26,89.8,3.3,0.2,0.8,3.8,2.1,117,3.5,49,47,183,704,0.58,1,180,360,0,2160,0.02,0.07,0.4,64,64,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4091","Spinach, Swiss chard, leaves, stewed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,126,30,88,3.9,0.3,0.9,4.5,2.5,144,5.4,96,62,430,1101,0.9,1,211,422,0,2530,0.03,0.12,0.7,105,105,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4032","Squash, butternut, peeled, flesh, raw","Cucurbita moschata","VEGETABLE AND VEGETABLE PROCUCTS","SGS, AU14-13A11734, ZA10-4174",0.85,182,43,87.3,1.5,0.1,7.8,2.5,0.8,18,1,16,19,332,7.7,0.2,1,160,320,0,1920,0.07,0.06,1.02,31,31,0,8,NA,0,NA,19.6984615384615,NA,NA,NA,NA,NA,NA,0
"KE18","4092","Squash, butternut, peeled, flesh, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,204,48,85.7,1.6,0.1,8.8,2.8,0.9,19,0.8,11,20,186,7,0.16,1,162,324,0,1940,0.05,0.04,0.7,18,18,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4093","Squash, butternut, peeled, flesh, steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,204,48,85.7,1.6,0.1,8.8,2.8,0.9,19,0.9,16,21,317,7,0.2,1,162,324,0,1940,0.06,0.06,0.9,21,21,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4094","Squash, butternut, peeled, flesh, baked (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,214,51,85.1,1.7,0.1,9.2,2.9,1,21,1.2,19,23,390,9,0.23,1,169,339,0,2030,0.07,0.06,1.1,26,26,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4033","Stinging nettle, leaves, raw","Urtica dioica","VEGETABLE AND VEGETABLE PROCUCTS","dp10, ZA10",0.75,248,59,80,5.4,0.7,6.7,2.1,4.9,668,7.2,133,122,524,36,1,2,2,3,0,NA,0.04,0,1,457,457,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4095","Stinging nettle, leaves, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,237,56,81.1,5.1,0.7,6.4,2,4.7,604,5.2,76,105,250,26,0.49,2,0,0,0,0,0.02,0.19,0.7,218,218,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4096","Stinging nettle, leaves, steamed (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,216,51,82.8,4.7,0.6,5.8,1.8,4.3,552,5,104,101,387,27,0.54,2,0,0,0,0,0.03,0.24,0.7,238,238,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4034","Sweet Potato (Leaves)",NA,"VEGETABLE AND VEGETABLE PROCUCTS","KEN93-96, US28-11505, ZA10-4208",1,150,36,87.6,4.3,0.5,0.8,5.3,1.4,118,1,61,30,620,6,0.29,1,189,378,0,2270,0.1,0.35,1.1,1,1,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4035","Tomato, green, raw","Solanum lycopersicum","VEGETABLE AND VEGETABLE PROCUCTS","IN17-D074, US28-11527, KEN17-Tomato, red, ripe raw",0.98,95,23,93.2,1.1,0.2,3.3,1.6,0.6,8,0.4,14,23,225,13,0.2,8,3,5,0,32,0.08,0.1,0.5,9,9,0,16,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4097","Tomato, green, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,121,29,91.3,1.4,0.3,4.2,2.1,0.8,10,0.4,10,26,144,13,0.15,10,3,6,0,37,0.07,0.04,0.4,6,6,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4036","Tomato, red, ripe, raw","Solanum lycopersicum","VEGETABLE AND VEGETABLE PROCUCTS","SGS, KEN93-100/112, IN17-D75",0.98,92,22,93.6,1,0.2,3.3,1.4,0.5,8,0.9,9.5,25,126,21,0.37,0,26,53,0,316,0.04,0.04,0.5,25,25,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4098","Tomato, red, ripe, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,118,28,91.8,1.3,0.3,4.2,1.8,0.7,10,0.8,7,28,81,20,0.35,0,30,61,0,365,0.04,0.04,0.5,16,16,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4037","Tomato, canned, whole contents",NA,"VEGETABLE AND VEGETABLE PROCUCTS","KEN93-353, AU14-13A11748, ZA10-4191",1,84,20,94,1,0.1,3.1,1.3,0.5,22,0.6,11,20,204,68,0.16,1,28,56,0,334,0,0,0.6,26,26,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","4038","Vine (African) spinach, picked leaves, raw","Basella alba","VEGETABLE AND VEGETABLE PROCUCTS","SGS, KEN17-Spinach, leaves, raw, ve7, ve8, ve27",0.94,117,28,90.4,3.4,0.7,0.2,3.7,1.6,267,10.9,40,56,446,8,0.5,0,184,369,0,2210,0.1,0.2,0.9,71,71.3,0,79.8,NA,278,NA,0,NA,NA,NA,NA,NA,NA,0
"KE18","4099","Vine (African) spinach, picked leaves, boiled, drained (without salt)",NA,"VEGETABLE AND VEGETABLE PROCUCTS",NA,1,123,30,89.9,3.6,0.7,0.2,3.9,1.7,267,8.6,25,53,234,6,0.36,0,175,349,0,2100,0.04,0.14,0.6,38,38,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5001","Apple, green skin, unpeeled, raw","Malus domesticus","FRUITS","KEN93-113, AU14-06D10502/06D10503, ZA10-4222, IN17-E002",0.9,231,55,85,0.3,0,12.2,2.4,0.2,6,0.4,4,10,99,2,0.07,1,1,2,0,11,0.025,0.01,0.1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5002","Apple, red, unpeeled, raw","Malus domesticus","FRUITS","KEN93-113, AU14-06D10505/06D10504/06D10507/06D10501/06D10530, ZA10-4223",0.9,239,57,84.6,0.3,0.1,12.4,2.3,0.25,6,0.3,4,9,100,1,0.07,1,1,2,0,14,0.02,0.01,0.13,5,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5003","Avocado, ripe, raw","Persea americana","FRUITS","SGS, KEN93-114, AU14-13A11674, IN17-E007",0.71,761,185,74,1.6,19.6,0,4,1.9,19,1,25,41,281,7,0.39,0,2,5,0,27,0.07,0.15,1.8,67,67,0,14,NA,NA,NA,16.432,3.27814312,13.5332316,1.91404584,0.0093688,0,0,0
"KE18","5004","Banana, cavendish, raw","Musa spp.","FRUITS","SGS, KEN93-115c, AU14-06D10517, IN17-E009/E010/E011/E012",0.62,402,95,74.4,1.08,0.3,20.6,2.75,0.9,10,0.3,26,37,187,0,0.36,0,5,9,0,56,0.05,0.05,0.35,22,22,0,4,NA,0,NA,12.2857142857143,NA,NA,NA,NA,NA,NA,0
"KE18","5005","Baobab fruit, powderly part, dry, raw","Adansonia digitata","FRUITS","SGS",0.23,1335,315,13.1,2.3,0.4,72.2,6.8,5.2,283,5,108,56,1613,56,0.88,24,0,0,0,0,0.04,0.2,1.5,50,50,0,13.7,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5006","Custard apple, peeled, raw","Annona squamosa","FRUITS","KEN93-118, IN17-E016, AU14-06D10496",0.72,386,92,75,1.7,0.7,17,5.1,0.8,28,0.4,38,22,278,3,0,0,0,0,0,0,0.07,0.13,0.7,37,37,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5007","Date, dried","Phoenix dactylifera","FRUITS","KEN93-119b, AU14-06C10211, IN17-E017/E018",0.84,1292,305,17.2,2.4,0.2,68.7,9.7,1.9,82,2.6,50,72,730,14,0.6,3,2,4,0,23,0.03,0.13,1.4,19,19,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5008","Date, raw","Phoenix dactylifera","FRUITS","KEN93-119a, ZA10-4245, UK-14-083/14-084",0.86,645,152,60.2,1.6,0.1,35.3,1.8,1,34,0.3,24,28,410,7,0.2,1,2,3,0,20,0.06,0.07,0.7,25,25,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5009","Doumpalm fruit, raw","Hyphaene thebaica","FRUITS","KEN93-120,k001",0.28,1180,280,17.6,2.8,0.7,58.3,14.8,5.9,73,18,53,45,862,0.47,3.4,NA,NA,NA,0,NA,0.05,0.1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5010","Grapes, green, raw","Vitis vinifera","FRUITS","KEN93-121c, IN17-E023/E026, AU14-06D10474, ZA10-3550",0.95,302,71,80.7,0.6,0.1,16,2,0.6,14,0.3,7.1,24,171,3,0.1,0,2,5,0,29,0.03,0.03,0.2,4,4,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5011","Guava, pink-fleshed, raw","Psidium guajava","FRUITS","SGS, KEN93-143, IN17-E029, US28-09139",1,196,48,80.7,1.1,1.1,0.9,15.5,0.8,20,0.4,18,31,334,1,0.26,0,22,45,0,267,0.06,0.05,0.6,16,16,0,222,NA,42,NA,8.3545,NA,NA,NA,NA,NA,NA,0
"KE18","5012","Jackfruit, fruit, yellow-fleshed, peeled, raw","Artocarpus heterophyllus","FRUITS","SGS, IN17-E030",0.23,403,95,73.2,1.4,0.2,20.5,2.8,1.9,35,0,32,23,279,2,0.76,0,7,15,0,90,0.07,0.13,0.7,19,19,0,7,NA,0,NA,8.74975,NA,NA,NA,NA,NA,NA,0
"KE18","5013","Lemon, juice, home squeezed","Citrus limon","FRUITS","KEN93-125a, AU14-01B30367, ZA10-3578, IN17-E033",1,198,47,87,0.6,0.2,9.5,2.5,0.25,20,0.3,12,10,120,2,0,0,1,2,0,10,0.02,0.01,0.2,11,11,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5014","Lemon peel, raw","Citrus limon","FRUITS","US28-09156",1,213,52,81.6,1.5,0.3,5.4,10.6,0.6,134,0.8,15,12,160,6,0.25,1,3,5,0,30,0.06,0.08,0.4,13,13,0,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5015","Lemon, pulp, raw","Citrus limon","FRUITS","KEN93-125b, AU14-06B10080, ZA10-3669",0.66,155,37,89.5,0.82,0.2,6.7,2.5,0.3,33,0.3,15,16,120,2,0.1,0,1,2,0,10,0.03,0.02,0.2,11,11,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5016","Lime, juice","Citrus × aurantiifolia","FRUITS","KEN93-126a, AU14-01B30326, US28-09160",1,125,30,90.3,0.7,0.2,4.3,4.1,0.4,26,0.3,11,20,150,3,0,0,2,5,0,28,0.03,0.02,0.2,6,6,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5017","Lime, pulp, raw","Citrus × aurantifolia","FRUITS","KEN93-126b, AU14-06B10084, ZA10-4219",0.7,178,42,87.1,0.7,0.2,7.4,4.1,0.6,22,0,11,20,150,3,0.1,0,3,5,0,31,0.02,0.03,0.2,8,8,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5018","Loquat, peeled, raw","Eriobotrya japonica","FRUITS","SGS, KEN93-127, AU14-06D10481",0.75,214,51,84.6,0.62,0.2,9.5,4.51,0.7,13,0.5,13,20,180,2,0.22,0,45,89,0,537,0.02,0.04,0.3,14,14,0,4.1,NA,NA,NA,8.26666666666667,NA,NA,NA,NA,NA,NA,0
"KE18","5019","Mango, ripe, raw","Mangifera indica","FRUITS","KEN93-128b/129, AU14-06D10478, US28-09176, IN17-E036-to-E042, KEN17-Mango unripe, raw",0.72,272,64,83,0.6,0.3,14,1.6,0.5,14,0.2,9,17,186,1,0.14,1,92,184,0,1105,0.03,0.04,0.6,54,54,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5020","Mango, unripe, raw","Mangifera indica","FRUITS","KEN93-128a/128b, IN17-D057",0.72,192,45,86.7,0.8,0.1,8.9,3,0.6,27,0.4,18,15,147,26,0.09,0,7,13,0,78,0.02,0.03,0.26,26,26,0,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5021","Mulberry, raw","Morus spp.","FRUITS","KEN93-130, ZA10-3634; AU14-06A10102",0.99,148,35,89.5,1.6,0.2,5.6,2.2,0.9,55,1.2,19,40,310,6,0.2,1,1,2,0,10,0.03,0.07,0.7,33,33,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KE18","5022","Orange, Juice","Citrus sinensis","FRUITS","KEN93-135 (b),KEN93-263,AU14-01B20408,AU14-01B20441,AU14-01B30354,AU14-01B30358,AU14-01B30327, ZA10-3561",1,77,18,94.6,0.4,0.1,3.6,1.1,0.4,21,0.7,11,20,146,2,0.08,0,3,7,0,42,0.06,0.02,0.1,44,44,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
