"original_food_id","original_food_name","food_genus_id","food_genus_description","food_group","food_subgroup","food_genus_confidence","fct_name","data_reference_original_id","moisture_in_g","energy_in_kcal","energy_in_kj","nitrogen_in_g","totalprotein_in_g","totalfats_in_g","saturatedfa_in_g","monounsaturatedfa_in_g","polyunsaturatedfa_in_g","cholesterol_in_mg","carbohydrates_in_g","fibre_in_g","ash_in_g","ca_in_mg","fe_in_mg","mg_in_mg","p_in_mg","k_in_mg","na_in_mg","zn_in_mg","cu_in_mg","mn_in_mcg","i_in_mcg","se_in_mcg","vitamina_in_rae_in_mcg","thiamin_in_mg","riboflavin_in_mg","niacin_in_mg","vitaminb6_in_mg","folicacid_in_mcg","folate_in_mcg","vitaminb12_in_mcg","pantothenate_in_mg","biotin_in_mcg","vitaminc_in_mg","vitamind_in_mcg","vitamine_in_mg","phytate_in_mg"
"1522","Bread, white, large, retail bakery",NA,NA,NA,NA,NA,"DK19","None listed","33.200000000000003","274","1157","1.4379999999999999","8.1999999999999993",NA,NA,"1.083","1.1739999999999999",NA,"50.1","3.1","1.6","34.5","0.89900000000000002","21.2","99.8","125","444","0.59299999999999997","0.11",NA,"21.1","2.2000000000000002",NA,0.133,"6.25E-2",1.22,0.0628,NA,NA,"6.3700000000000007E-2",NA,NA,NA,NA,NA,NA
"1523","Wheat bread, with coarse meal, industrially produced",NA,NA,NA,NA,NA,"DK19","None listed","36.700000000000003","258","1089","1.5660000000000001","8.9",NA,NA,"1.5329999999999999","1.0569999999999999","0","43.8","4.7","1.7","25.6","1.18","28.1","110","155","421","0.92","0.128",NA,"16.399999999999999","3.7","5.5",0.164,"7.1900000000000006E-2",1.06,0.105,NA,NA,"9.7000000000000003E-2",NA,NA,"0",NA,"0.5",NA
"1524","Wheat bread, large, with coarse meal, retail bakery",NA,NA,NA,NA,NA,"DK19","None listed","35.700000000000003","256","1084","1.466","8.4",NA,NA,"0.754","1.05",NA,"46.9","4.3","1.8","44.8","1.19","33.799999999999997","131","170","506","0.92800000000000005","0.152",NA,"20.3","2.2400000000000002",NA,0.176,"7.7799999999999994E-2",1.58,0.105,NA,NA,"9.5600000000000004E-2",NA,NA,NA,NA,NA,NA
"1548","Tiger prawn, aquaculture, raw, frozen",NA,NA,NA,NA,NA,"DK19","None listed","81.900000000000006","67","286","2.58","15.8",NA,NA,NA,NA,"145","0","0","1.8","71.599999999999994","0.57499999999999996","29.8","199","104","412","0.97","0.219",NA,"26.5","29.5","0",0.03,"2.5000000000000001E-2",1.55,0.0865,NA,NA,"1.4",NA,NA,"0",NA,"1.1499999999999999",NA
"1549","Prawn, giant tiger, aquaculture, boiled, frozen",NA,NA,NA,NA,NA,"DK19","None listed","83.2","62","263","2.38","14.8",NA,NA,NA,NA,NA,"0","0","1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
"1552","Salmon, Atlantic, aquaculture, cold smoked",NA,NA,NA,NA,NA,"DK19","None listed","64.400000000000006","170","711","3.3370000000000002","20.9",NA,NA,"3.7","2.02",NA,"1.6","0","4.2","5.9","0.223","28.2","248","408","1210","0.34","3.5999999999999997E-2",NA,NA,"17.3","6.45",0.26,"8.2500000000000004E-2",7.5,0.655,NA,NA,"4.5999999999999996",NA,NA,NA,NA,"2.2400000000000002",NA
"1553","Salmon, atlantic, aquaculture, hot smoked",NA,NA,NA,NA,NA,"DK19","None listed","56.9","267","1108","3.6120000000000001","20.100000000000001",NA,NA,"9.39","5.51",NA,"0","0","2.2999999999999998","9.6999999999999993","0.33700000000000002","27.6","246","393","519","0.32900000000000001","4.7E-2",NA,"6","7.4","12",0.265,"0.114",8.05,0.515,NA,NA,"5.2",NA,NA,NA,NA,"3.8",NA
"1570","White Wheat, whole grain flour, ready-to-bake",NA,NA,NA,NA,NA,"DK19","None listed","12.1","341","1439","2.04","11.9",NA,NA,"1.0449999999999999","1.3779999999999999",NA,"59.3","9.1999999999999993","3.3","86.6","2.74","77.400000000000006","263","337","753","1.73","0.26600000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","Butter cookie, wheat, Danish, industrially produced",NA,NA,NA,NA,NA,"DK19","None listed","2.1","520","2174","0.85799999999999998","4.9000000000000004",NA,NA,"8.6980000000000004","2.7879999999999998",NA,"63.1","2","0.9",NA,NA,NA,NA,NA,"219",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","American inspired cookie",NA,NA,NA,NA,NA,"DK19","None listed","2.4","511","2139","0.95099999999999996","5.4",NA,NA,"8.7739999999999991","2.3530000000000002",NA,"61.3","2.9","1.4",NA,NA,NA,NA,NA,"281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","0",NA,NA,NA,NA,NA,"DK19","None listed","1.9","518","2165","0.79800000000000004","4.5",NA,NA,"7.556","2.702",NA,"62.9","2.6","1.2","23.2","2.73","39.1","137","202","214","0.748","0.21199999999999999",NA,"3.5","2.7",NA,0.078,"5.1499999999999997E-2",0.43,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","Butter cookie, brown, (Danish), industrially produced",NA,NA,NA,NA,NA,"DK19","None listed","2.5","469","1968","0.92","5.2",NA,NA,"5.8730000000000002","3.2130000000000001",NA,"70.7","2.4","1.3",NA,NA,NA,NA,NA,"248",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","Biscuit, sweet, pepper nuts, Danish tradition, industrially produced",NA,NA,NA,NA,NA,"DK19","None listed","3","476","1997","0.93100000000000005","5.3",NA,NA,"6.1120000000000001","2.7250000000000001",NA,"69.3","2.2999999999999998","0.9",NA,NA,NA,NA,NA,"218",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","0",NA,NA,NA,NA,NA,"DK19","None listed","3.9","568","2364","0.94299999999999995","5.4",NA,NA,"14.842000000000001","7.3620000000000001",NA,"51","1.5","0.5",NA,NA,NA,NA,NA,"96.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","0",NA,NA,NA,NA,NA,"DK19","None listed","3.1","483","2019","1.141","6.5",NA,NA,"8.0690000000000008","3.7949999999999999",NA,"63.2","2.6","1",NA,NA,NA,NA,NA,"183",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","Cookies, coconut, industrially produced",NA,NA,NA,NA,NA,"DK19","None listed","10.9","458","1915","0.71299999999999997","4.0999999999999996",NA,NA,"1.446","0.224",NA,"55","5.6","1.1000000000000001",NA,NA,NA,NA,NA,"54.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","Cookie, truffle product / unbaked, industrially produced",NA,NA,NA,NA,NA,"DK19","None listed","13.2","423","1774","0.64800000000000002","3.7",NA,NA,"4.82","1.5389999999999999",NA,"62.5","2.7","1",NA,NA,NA,NA,NA,"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582","Wreath cake, almond based, Danish tradition",NA,NA,NA,NA,NA,"DK19","None listed","12.3","418","1757","1.0569999999999999","6",NA,NA,"8.5090000000000003","3.3180000000000001",NA,"62.6","2.9","0.8",NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","Sweetcorn, baby, on-the-cob, raw",NA,NA,NA,NA,NA,"DK19","None listed","89.7","37","154","0.375","2.2999999999999998",NA,NA,NA,NA,NA,"4.5999999999999996","2.2999999999999998","0.6","17.5","0.375","27.2",NA,"212","0.875","0.63800000000000001",NA,NA,NA,NA,"1.38",0.0862,NA,NA,0.159,NA,NA,NA,NA,NA,"8.82",NA,NA,NA
"1585","Pomelo (pommelo; shaddock), raw",NA,NA,NA,NA,NA,"DK19","None listed","84.4","57","242","0.16600000000000001","1",NA,NA,NA,NA,NA,"10.199999999999999","3.3","0.4","33.799999999999997","0.23","10.3",NA,"164","2.35","9.5500000000000002E-2",NA,NA,NA,NA,"0.54200000000000004",NA,NA,NA,0.0808,NA,NA,NA,NA,NA,"41.8",NA,NA,NA
